"0.838125",0.189737533499285,0.743615233362317,0.980856704853074,0.602735410595666,0.167233246047894,0.38776490890669,0.488275883342206,0.150982744288732,0,0,0,0,0,0,0,0
"0.8846875",0.183409487772845,0.65751887461829,0.975445426322216,0.53484972376086,0.164710816528994,0.396313240105104,0.491771123258723,0.148878496846544,0.0713488015104965,0,0,0,0,0,0,0
"0.93125",0.159199472238217,0.625440603958122,0.968067186914435,0.51140046534034,0.168741145025816,0.379914792916697,0.456527436252522,0.162919386742817,0.087707800748512,0,0,0,0,0,0,0
"0.9778125",0.120813427815106,0.611261325810364,0.993389415661199,0.492609296339243,0.0931960075453053,0.391026305785088,0.46443436365845,0.162617554985862,0.0992293943904021,0,0,0,0,0,0,0
"1.024375",0.113939954720201,0.607778485429174,0.977171464442078,0.477703156795429,0.094943783685883,0.437670047585068,0.44254442940741,0.152242253414188,0.101536019755021,0,0.0604278470806801,0,0,0,0,0
"1.0709375",0.119422324293605,0.58988070476827,0.923256633912802,0.47666674662318,0.114705317288163,0.440656357094768,0.44465964376761,0.140576057106494,0.102485449019083,0,0,0,0,0,0,0
"1.1175",0.143344378958102,0.643666029290114,0.833286577628142,0.475213965545583,0.0606674024592553,0.422725333503705,0.402800040321843,0.142735688520511,0.0938140087690065,0,0,0,0,0,0,0
"1.1640625",0.209725359337583,0.672838850640252,0.785554165149629,0.436762594933394,0.0650756490758808,0.391489154004443,0.319869453335339,0.11377891709019,0.0725956479616722,0,0,0,0,0,0,0
"1.210625",0.248533132843659,0.686983068228324,0.718945707515862,0.386169553818287,0,0.309893887729729,0.283171299552409,0.0915521739041673,0,0,0,0,0,0,0,0
"1.2571875",0.289819646729345,0.730185763230579,0.705330352739492,0.355953189703054,0,0.344147393494407,0.323236989181198,0.0791732237087982,0.0596285810831707,0,0,0,0,0,0,0
"1.30375",0.303812987749167,0.715623947283711,0.68322752767241,0.356543936771973,0,0.33898743871085,0.337458754746751,0.092318989158323,0.0711864690927738,0,0,0,0,0,0,0
"1.3503125",0.297045477516398,0.676959718989924,0.658501086618847,0.331639650930912,0,0.322374352874518,0.284857905101145,0.0823249224088215,0,0,0,0,0,0,0,0
"1.396875",0.279863458397976,0.65394686394479,0.627868880499008,0.304183722183943,0,0.335188416743775,0.260103907965186,0.0918657677350102,0.0585201875576719,0,0,0,0,0,0,0
"1.4434375",0.235996911094617,0.594626515642681,0.582877891869583,0.285168098696324,0,0.264851966458164,0.224857749902238,0.0592048270920026,0,0,0,0,0,0,0,0
"1.49",0.18529798389535,0.506148987851219,0.496648048409179,0.251330421246222,0,0.220325729434834,0.17873341478476,0.0600629813985433,0,0,0,0,0,0,0,0
"1.5365625",0.152304281457931,0.424556800426553,0.423259104267762,0.205414795661352,0,0.136728708435994,0.0891803036704581,0,0,0,0,0,0,0,0,0
"1.583125",0.12879482253544,0.347626772103789,0.37424806749789,0.165016901078976,0,0.106951497077655,0.0841834733084114,0,0,0,0,0,0,0,0,0
"1.6296875",0.0860242359760212,0.267157953462388,0.298806902451467,0.135689524674396,0,0.0835059302784564,0.0621175515400013,0,0,0,0,0,0,0,0,0
"1.67625",0,0.199771646980032,0.210443759981768,0.0874398834444897,0,0,0,0,0,0,0,0,0,0,0,0
"1.7228125",0,0.139130968125729,0.125528691886408,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.769375",0,0.0910002723529984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.8159375",0,0.101142584875834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.8625",0,0.0835291956297619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.9090625",0.0609632906453552,0.0721118519329641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.955625",0.0667127250295494,0.0602105330181367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.0021875",0.0663226464428436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.04875",0.0631801150334117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.0953125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.141875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.1884375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
