"","279.931640625","538.330078125","796.728515625","1055.126953125","1313.525390625","1593.45703125","1851.85546875","2110.25390625","2368.65234375","2627.05078125","2906.982421875","3165.380859375","3423.779296875","3682.177734375","3940.576171875","4220.5078125"
"0.0465625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0.093125",0.0754942342392775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0.1396875",0.104056725847562,0.156288642016304,0.0908836818631136,0,0.0827227682916929,0,0.135616410011435,0,0,0,0,0,0,0,0,0
"0.18625",0.108394461190556,0.207001517205007,0.187010719232736,0.0922886326977276,0.0694959642452147,0.103601435933111,0.209880857631249,0.0676799132244755,0,0,0,0,0,0,0,0
"0.2328125",0.101570922869985,0.226310843230231,0.261296692662068,0.101205530748559,0,0.10375203209515,0.184973110334445,0,0,0,0,0,0,0,0,0
"0.279375",0.0927561860968687,0.23601208552443,0.300752426614773,0.147108165076165,0,0.125247868282632,0.184855160264123,0,0,0,0,0,0,0,0,0
"0.3259375",0.0825802632612727,0.26797245298204,0.364363135461805,0.189320749498923,0,0.110628474297838,0.148600341040448,0,0,0,0,0,0,0,0,0
"0.3725",0.0815316264686043,0.328614247503442,0.420988494546732,0.245420016204214,0,0.161520015520027,0.208162834678627,0.0617430664415538,0,0,0,0,0,0,0,0
"0.4190625",0.0657014280631651,0.419142337250902,0.44988259153419,0.27647252313481,0,0.174643774985514,0.167817618065227,0,0,0,0,0,0,0,0,0
"0.465625",0.0607942699162958,0.487054197350035,0.519656095132996,0.319134695768651,0,0.173519225055445,0.193009119407026,0,0,0,0,0,0,0,0,0
"0.5121875",0.0803112932714783,0.578938522092277,0.601218685098764,0.360364820866118,0,0.192075313675119,0.25795414178901,0.0643503076721293,0,0,0,0,0,0,0,0
"0.55875",0.110253601510326,0.574358627296452,0.617641506816306,0.350538239977396,0,0.192769166703454,0.224629830901556,0.0585289895998447,0,0,0,0,0,0,0,0
"0.6053125",0.144490358505766,0.658527311603904,0.697809756561319,0.412405888781019,0,0.225339574228009,0.305269000174713,0.0768831838611304,0,0,0,0,0,0,0,0
"0.651875",0.155725504146501,0.680298388538447,0.772864954553065,0.453589708935425,0,0.210396251997943,0.287166221242896,0.0723013317215944,0,0,0,0,0,0,0,0
"0.6984375",0.196086089236436,0.686110827967885,0.815218892668035,0.49150311435142,0.0749349423351716,0.268542192490777,0.370986584719027,0.109876281519855,0,0,0,0,0,0,0,0
"0.745",0.219697512753688,0.850722544121467,0.953678860476871,0.629159580611849,0.0944340348572075,0.364399787506086,0.442794344469546,0.144695581535188,0,0,0,0,0,0,0,0
"0.7915625",0.203138334920456,0.870787862110842,1,0.649190837870037,0.0617492928289202,0.360470913856896,0.488198420201332,0.157431228422822,0,0,0,0,0,0,0,0
