"0.0476095993953137"	"0.0952191987906274"	"0.142828798185941"	"0.190438397581255"	"0.238047996976568"	"0.285657596371882"	"0.333267195767196"	"0.380876795162509"	"0.428486394557823"	"0.476095993953137"	"0.52370559334845"	"0.571315192743764"	"0.618924792139078"	"0.666534391534392"	"0.714143990929705"	"0.761753590325019"	"0.809363189720333"	"0.856972789115646"	"0.90458238851096"	"0.952191987906274"	"0.999801587301587"	"1.0474111866969"	"1.09502078609221"	"1.14263038548753"
"538.330078125"	0.0223206013009129	0.888955286146117	1	0.653335651972186	0.415679912083147	0.322884267063753	0.249840323167254	0.178509256461214	0.129636844760016	0.0968479286570059	0.0712540828387385	0.0524358425061876	0.0389633967370863	0.028576494964342	0.0213681321355795	0.0156867314667603	0.0118309779983588	0.00881923907151893	0	0	0	0	0	0
"1055.126953125"	0.0121116035321571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1571.923828125"	0.0792956884532611	0.339103326700241	0.101397279443571	0.029988370441631	0.00911347097707532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2088.720703125"	0.0228950335600485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2627.05078125"	0.0138939136132903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3143.84765625"	0.00775253482227411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3660.64453125"	0.010827480208119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4198.974609375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4715.771484375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5232.568359375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5770.8984375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6287.6953125"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6804.4921875"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7321.2890625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7859.619140625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8376.416015625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
